settlement_id,payment_id,merchant_id,settlement_date,gross_amount,processing_fee,tax,adjustment,net_amount,settlement_status,reference_id
SET500265,PAY100265,MER002,2026-08-16,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-906360
SET500266,PAY100266,MER020,2026-08-13,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-339220
SET500267,PAY100267,MER012,2026-08-21,100000,1500.0,270.0,0.0,98230.0,SETTLED,ORD-189856
SET500269,PAY100269,MER011,2026-08-06,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-898329
SET500270,PAY100270,MER009,2026-08-07,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-681687
SET500271,PAY100271,MER014,2026-08-03,750,7.5,1.35,0.0,741.15,SETTLED,ORD-727094
SET500272,PAY100272,MER013,2026-08-12,750,7.5,1.35,0.0,641.15,SETTLED,ORD-686716
SET500273,PAY100273,MER017,2026-08-15,5000,75.0,13.5,0.0,4911.5,SETTLED,ORD-617077
SET500275,PAY100275,MER008,2026-08-22,750,7.5,1.35,0.0,741.15,SETTLED,ORD-419457
SET500276,PAY100276,MER013,2026-08-22,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-450996
SET500277,PAY100277,MER020,2026-08-12,2500,37.5,6.75,0.0,2455.75,SETTLED,ORD-429445
SET500278,PAY100278,MER013,2026-08-12,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-919959
SET500279,PAY100279,MER011,2026-08-11,8500,85.0,15.3,0.0,8299.7,SETTLED,ORD-691240
SET500281,PAY100281,MER003,2026-08-18,2500,37.5,6.75,0.0,2455.75,SETTLED,ORD-790658
SET500282,PAY100282,MER014,2026-08-05,75000,1125.0,202.5,0.0,73672.5,SETTLED,ORD-660324
SET500283,PAY100283,MER014,2026-08-04,50000,500.0,90.0,0.0,49360.0,SETTLED,ORD-769180
SET500285,PAY100285,MER013,2026-08-16,5000,50.0,9.0,0.0,4841.0,SETTLED,ORD-635482
SET500286,PAY100286,MER012,2026-08-17,50000,500.0,90.0,0.0,49360.0,SETTLED,ORD-461724
SET500288,PAY100288,MER015,2026-08-19,750,11.25,2.02,0.0,736.73,SETTLED,ORD-857065
SET500289,PAY100289,MER011,2026-08-12,750,7.5,1.35,0.0,741.15,SETTLED,ORD-990429
SET500290,PAY100290,MER004,2026-08-10,1200,18.0,3.24,0.0,1178.76,SETTLED,ORD-687044
SET500291,PAY100291,MER015,2026-08-15,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-553125
SET500292,PAY100292,MER001,2026-08-17,500,5.0,0.9,0.0,494.1,SETTLED,ORD-325230
SET500293,PAY100293,MER009,2026-08-21,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-483561
SET500294,PAY100294,MER007,2026-08-06,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-770153
SET500295,PAY100295,MER020,2026-08-22,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-986589
SET500296,PAY100296,MER020,2026-08-12,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-428399
SET500297,PAY100297,MER008,2026-08-06,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-507333
SET500299,PAY100299,MER006,2026-08-18,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-749498
SET500300,PAY100300,MER012,2026-08-18,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-629990
SET500301,PAY100301,MER016,2026-08-18,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-275377
SET500302,PAY100302,MER019,2026-08-10,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-402692
SET500304,PAY100304,MER012,2026-08-04,50000,500.0,90.0,0.0,49360.0,SETTLED,ORD-545807
SET500305,PAY100305,MER008,2026-08-04,750,11.25,2.02,0.0,736.73,SETTLED,ORD-223088
SET500306,PAY100306,MER007,2026-08-22,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-922974
SET500307,PAY100307,MER007,2026-08-21,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-276556
SET500308,PAY100308,MER010,2026-08-21,100000,1000.0,180.0,0.0,98570.0,SETTLED,ORD-242175
SET500309,PAY100309,MER009,2026-08-07,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-898462
SET500310,PAY100310,MER016,2026-08-21,12000,180.0,32.4,0.0,11787.6,SETTLED,ORD-573947
SET500311,PAY100311,MER003,2026-08-19,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-611751
SET500312,PAY100312,MER019,2026-08-05,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-475623
SET500313,PAY100313,MER018,2026-08-09,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-438548
SET500315,PAY100315,MER002,2026-08-27,500,5.0,0.9,0.0,494.1,SETTLED,ORD-999312
SET500316,PAY100316,MER015,2026-08-16,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-416528
SET500317,PAY100317,MER006,2026-08-05,750,11.25,2.02,0.0,636.73,SETTLED,ORD-796787
SET500318,PAY100318,MER013,2026-08-10,750,7.5,1.35,0.0,741.15,SETTLED,ORD-323788
SET500319,PAY100319,MER003,2026-08-21,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-108454
SET500320,PAY100320,MER004,2026-08-07,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-866260
SET500321,PAY100321,MER004,2026-08-14,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-810029
SET500322,PAY100322,MER003,2026-08-21,1200,18.0,3.24,0.0,1178.76,SETTLED,ORD-468247
SET500323,PAY100323,MER005,2026-08-22,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-205345
SET500324,PAY100324,MER004,2026-08-14,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-390421
SET500325,PAY100325,MER003,2026-08-23,75000,1125.0,202.5,0.0,73672.5,SETTLED,ORD-916808
SET500326,PAY100326,MER010,2026-08-19,12000,180.0,32.4,0.0,11787.6,SETTLED,ORD-777558
SET500327,PAY100327,MER008,2026-08-15,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-174461
SET500328,PAY100328,MER001,2026-08-13,75000,1125.0,202.5,0.0,73672.5,SETTLED,ORD-483162
SET500329,PAY100329,MER006,2026-08-05,500,7.5,1.35,0.0,391.15,SETTLED,ORD-326222
SET800329,PAY100329,MER006,2026-08-05,500,7.5,1.35,0.0,541.15,SETTLED,ORD-326222
SET500330,PAY100330,MER017,2026-08-29,12000,180.0,32.4,0.0,11787.6,SETTLED,ORD-835901
SET500331,PAY100331,MER018,2026-08-22,5000,50.0,9.0,0.0,4841.0,SETTLED,ORD-636141
SET500332,PAY100332,MER018,2026-08-15,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-774396
SET500333,PAY100333,MER003,2026-08-16,500,5.0,0.9,0.0,247.05,SETTLED,ORD-190400
SET500334,PAY100334,MER015,2026-08-12,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-113280
SET500335,PAY100335,MER001,2026-08-18,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-489933
SET500336,PAY100336,MER009,2026-08-03,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-166974
SET500337,PAY100337,MER019,2026-08-18,500,7.5,1.35,0.0,491.15,SETTLED,ORD-694423
SET500338,PAY100338,MER012,2026-08-11,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-857888
SET500339,PAY100339,MER008,2026-08-03,500,5.0,0.9,0.0,494.1,SETTLED,ORD-148215
SET500340,PAY100340,MER012,2026-08-07,500,5.0,0.9,0.0,494.1,SETTLED,ORD-942127
SET500341,PAY100341,MER014,2026-08-13,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-966120
SET500342,PAY100342,MER019,2026-08-06,500,5.0,0.9,0.0,494.1,SETTLED,ORD-334026
SET500343,PAY100343,MER002,2026-08-05,5000,75.0,13.5,0.0,4911.5,SETTLED,ORD-190581
SET500344,PAY100344,MER015,2026-08-14,5000,50.0,9.0,0.0,4841.0,SETTLED,ORD-752966
SET500345,PAY100345,MER012,2026-08-09,2500,25.0,4.5,0.0,970.5,SETTLED,ORD-106687
SET500346,PAY100346,MER008,2026-08-20,500,7.5,1.35,0.0,491.15,SETTLED,ORD-101533
SET500347,PAY100347,MER004,2026-08-19,500,5.0,0.9,0.0,494.1,SETTLED,ORD-846221
SET500348,PAY100348,MER003,2026-08-10,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-884229
SET500349,PAY100349,MER019,2026-08-19,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-720647
SET500350,PAY100350,MER002,2026-08-07,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-834764
SET500351,PAY100351,MER011,2026-08-11,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-214266
SET500352,PAY100352,MER004,2026-08-17,750,7.5,1.35,0.0,741.15,SETTLED,ORD-475691
SET500353,PAY100353,MER015,2026-08-17,750,7.5,1.35,0.0,741.15,SETTLED,ORD-946826
SET500354,PAY100354,MER020,2026-08-09,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-845702
SET500355,PAY100355,MER012,2026-08-19,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-132591
SET500356,PAY100356,MER013,2026-08-20,750,11.25,2.02,0.0,736.73,SETTLED,ORD-206857
SET500357,PAY100357,MER004,2026-08-04,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-963684
SET500358,PAY100358,MER012,2026-08-21,750,7.5,1.35,0.0,741.15,SETTLED,ORD-167603
SET500359,PAY100359,MER015,2026-08-05,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-144770
SET500360,PAY100360,MER002,2026-08-21,12000,180.0,32.4,0.0,11787.6,SETTLED,ORD-130914
SET500361,PAY100361,MER014,2026-08-14,5000,75.0,13.5,0.0,4911.5,SETTLED,ORD-567676
SET500362,PAY100362,MER002,2026-08-23,50000,750.0,135.0,0.0,49115.0,SETTLED,ORD-163941
SET500363,PAY100363,MER009,2026-08-10,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-761393
SET500364,PAY100364,MER012,2026-08-20,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-437226
SET500365,PAY100365,MER009,2026-08-03,500,7.5,1.35,0.0,491.15,SETTLED,ORD161437
SET500366,PAY100366,MER017,2026-08-21,2500,25.0,4.5,0.0,1235.25,SETTLED,ORD-352867
SET500367,PAY100367,MER002,2026-08-21,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-284654
SET500368,PAY100368,MER019,2026-08-14,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-690984
SET500369,PAY100369,MER019,2026-08-18,25000,250.0,45.0,0.0,24655.0,SETTLED,ORD-194641
SET500370,PAY100370,MER020,2026-08-03,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-311250
SET500371,PAY100371,MER011,2026-08-13,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-248533
SET500372,PAY100372,MER017,2026-08-05,12000,120.0,21.6,0.0,11708.4,SETTLED,ORD-205939
SET500374,PAY100374,MER006,2026-08-10,1200,18.0,3.24,0.0,1178.76,SETTLED,ORD-421727
SET500376,PAY100376,MER002,2026-08-22,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-770718
SET500377,PAY100377,MER004,2026-08-07,2500,37.5,6.75,0.0,2455.75,SETTLED,ORD-435039
SET500378,PAY100378,MER003,2026-08-17,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-171087
SET500379,PAY100379,MER009,2026-08-03,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-534130
SET500380,PAY100380,MER013,2026-08-20,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-782591
SET500381,PAY100381,MER006,2026-08-05,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-434198
SET500382,PAY100382,MER004,2026-08-13,1200,12.0,2.16,0.0,-1314.16,SETTLED,ORD-178645
SET500383,PAY100383,MER011,2026-08-03,75000,1125.0,202.5,0.0,73672.5,SETTLED,ORD-264735
SET500384,PAY100384,MER004,2026-08-09,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-865433
SET500385,PAY100385,MER009,2026-08-12,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-676363
SET500387,PAY100387,MER016,2026-08-12,100000,1500.0,270.0,0.0,98230.0,SETTLED,ORD-185916
SET500388,PAY100388,MER010,2026-08-18,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-773045
SET500390,PAY100390,MER015,2026-08-10,500,5.0,0.9,0.0,294.1,SETTLED,ORD-888775
SET800390,PAY100390,MER015,2026-08-10,500,5.0,0.9,0.0,519.1,SETTLED,ORD-888775
SET500391,PAY100391,MER003,2026-08-20,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-163946
SET500392,PAY100392,MER017,2026-08-26,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-347088
SET500393,PAY100393,MER003,2026-08-04,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-810446
SET500394,PAY100394,MER005,2026-08-17,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-144748
SET500395,PAY100395,MER014,2026-08-16,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD370413
SET500396,PAY100396,MER003,2026-08-15,8500,127.5,22.95,0.0,4174.77,SETTLED,ORD-644932
SET500397,PAY100397,MER020,2026-08-16,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-716493
SET500398,PAY100398,MER004,2026-08-21,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-460572
SET500399,PAY100399,MER009,2026-08-23,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-280564
SET500400,PAY100400,MER013,2026-08-22,12000,120.0,21.6,0.0,11708.4,SETTLED,ORD-515018
SET500401,PAY100401,MER002,2026-08-11,5000,75.0,13.5,0.0,4911.5,SETTLED,ORD-393964
SET500402,PAY100402,MER004,2026-08-07,8500,127.5,22.95,0.0,8099.55,SETTLED,ORD-864201
SET500404,PAY100404,MER012,2026-08-25,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-631413
SET500405,PAY100405,MER017,2026-08-08,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-361609
SET500406,PAY100406,MER015,2026-08-14,8500,127.5,22.95,0.0,8099.55,SETTLED,ORD-629663
SET500407,PAY100407,MER004,2026-08-10,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-597635
SET500408,PAY100408,MER018,2026-08-14,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-971230
SET500409,PAY100409,MER010,2026-08-15,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-998746
SET500410,PAY100410,MER008,2026-08-11,500,5.0,0.9,0.0,494.1,SETTLED,ORD-109330
SET500411,PAY100411,MER005,2026-08-22,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-944193
SET500412,PAY100412,MER009,2026-08-15,5000,50.0,9.0,0.0,4791.0,SETTLED,ORD-589368
SET500413,PAY100413,MER020,2026-08-21,100000,1500.0,270.0,0.0,98230.0,SETTLED,ORD-688730
SET500414,PAY100414,MER020,2026-08-12,750,11.25,2.02,0.0,442.04,SETTLED,ORD-389913
SET500415,PAY100415,MER009,2026-08-23,5000,50.0,9.0,0.0,2964.6,SETTLED,ORD-257212
SET500416,PAY100416,MER002,2026-08-13,500,5.0,0.9,0.0,494.1,SETTLED,ORD-621533
SET500417,PAY100417,MER009,2026-08-15,75000,750.0,135.0,0.0,73615.0,SETTLED,ORD-699829
SET500418,PAY100418,MER008,2026-08-23,100000,1500.0,270.0,0.0,49115.0,SETTLED,ORD-631958
SET500419,PAY100419,MER018,2026-08-12,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-947609
SET500420,PAY100420,MER006,2026-08-23,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-422002
SET500421,PAY100421,MER014,2026-08-14,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-593393
SET500422,PAY100422,MER019,2026-08-18,100000,1500.0,270.0,0.0,98080.0,SETTLED,ORD-655575
SET500423,PAY100423,MER002,2026-08-07,75000,1125.0,202.5,0.0,73672.5,SETTLED,ORD-250181
SET500424,PAY100424,MER006,2026-08-18,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-160831
SET500426,PAY100426,MER005,2026-08-23,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-104895
SET500427,PAY100427,MER018,2026-08-14,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-118786
SET500428,PAY100428,MER008,2026-08-14,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-717265
SET500429,PAY100429,MER006,2026-08-04,50000,500.0,90.0,0.0,49260.0,SETTLED,ORD-649577
SET500430,PAY100430,MER005,2026-08-18,1200,18.0,3.24,0.0,1078.76,SETTLED,ORD-120053
SET500431,PAY100431,MER005,2026-08-03,750,11.25,2.02,0.0,736.73,SETTLED,ORD-845652
SET500432,PAY100432,MER002,2026-08-23,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-722774
SET500433,PAY100433,MER004,2026-08-04,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-229598
SET500434,PAY100434,MER009,2026-08-07,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-415743
SET500435,PAY100435,MER004,2026-08-11,1200,18.0,3.24,0.0,1178.76,SETTLED,ORD-971002
SET500436,PAY100436,MER017,2026-08-12,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-738584
SET500437,PAY100437,MER009,2026-08-09,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-141319
SET500438,PAY100438,MER016,2026-08-18,500,5.0,0.9,0.0,494.1,SETTLED,ORD-193326
SET500440,PAY100440,MER009,2026-08-17,500,5.0,0.9,0.0,494.1,SETTLED,ORD-952679
SET500441,PAY100441,MER002,2026-08-14,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-221531
SET500442,PAY100442,MER002,2026-08-07,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-558976
SET500443,PAY100443,MER009,2026-08-14,750,11.25,2.02,0.0,486.73,SETTLED,ORD-519692
SET500444,PAY100444,MER013,2026-08-16,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-238948
SET500445,PAY100445,MER006,2026-08-16,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-559447
SET500446,PAY100446,MER020,2026-08-14,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-237002
SET500447,PAY100447,MER016,2026-08-16,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-429502
SET500448,PAY100448,MER017,2026-08-13,75000,750.0,135.0,0.0,74115.0,SETTLED,ORD-553873
SET500449,PAY100449,MER008,2026-08-14,12000,120.0,21.6,0.0,9358.4,SETTLED,ORD-979789
SET500450,PAY100450,MER002,2026-08-23,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD273438
SET500451,PAY100451,MER016,2026-08-10,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-677236
SET500452,PAY100452,MER013,2026-08-10,75000,1125.0,202.5,0.0,73672.5,SETTLED,ORD-192295
SET500453,PAY100453,MER016,2026-08-13,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-207629
SET500454,PAY100454,MER014,2026-08-20,750,7.5,1.35,0.0,741.15,SETTLED,ORD-749137
SET500455,PAY100455,MER010,2026-08-23,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-480992
SET500456,PAY100456,MER015,2026-08-20,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-789089
SET500457,PAY100457,MER015,2026-08-06,500,7.5,1.35,0.0,-508.85,SETTLED,ORD-472390
SET500459,PAY100459,MER004,2026-08-22,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-579247
SET500460,PAY100460,MER011,2026-08-16,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-229204
SET500461,PAY100461,MER015,2026-08-07,500,5.0,0.9,0.0,494.1,SETTLED,ORD-553834
SET500462,PAY100462,MER019,2026-08-19,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-706658
SET500463,PAY100463,MER005,2026-08-15,8500,85.0,15.3,0.0,4199.85,SETTLED,ORD-503348
SET500464,PAY100464,MER008,2026-08-15,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-532794
SET500465,PAY100465,MER017,2026-08-20,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-327900
SET500466,PAY100466,MER007,2026-08-14,100000,1000.0,180.0,0.0,98670.0,SETTLED,ORD-628370
SET500467,PAY100467,MER012,2026-08-21,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-884197
SET500468,PAY100468,MER010,2026-08-03,12000,120.0,21.6,0.0,11858.4,SETTLED,ORD-155642
SET500469,PAY100469,MER002,2026-08-11,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-362732
SET500470,PAY100470,MER002,2026-08-09,8500,127.5,22.95,0.0,5849.55,SETTLED,ORD-207458
SET500472,PAY100472,MER013,2026-08-16,50000,500.0,90.0,0.0,49260.0,SETTLED,ORD-113595
SET500474,PAY100474,MER018,2026-08-09,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-296059
SET500475,PAY100475,MER017,2026-08-15,50000,750.0,135.0,0.0,49115.0,SETTLED,ORD-236384
SET500476,PAY100476,MER019,2026-08-03,1200,12.0,2.16,0.0,1185.84,SETTLED,ORD-261169
SET500477,PAY100477,MER020,2026-08-23,5000,75.0,13.5,0.0,4761.5,SETTLED,ORD-928278
SET500478,PAY100478,MER011,2026-08-10,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-536135
SET500479,PAY100479,MER018,2026-08-05,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-448005
SET500480,PAY100480,MER012,2026-08-09,25000,250.0,45.0,0.0,24705.0,SETTLED,ORD-963699
SET500481,PAY100481,MER001,2026-08-14,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-751303
SET500482,PAY100482,MER002,2026-08-15,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-859143
SET500483,PAY100483,MER001,2026-08-14,25000,375.0,67.5,0.0,24557.5,SETTLED,ORD-145981
SET500484,PAY100484,MER007,2026-08-19,50000,500.0,90.0,0.0,49410.0,SETTLED,ORD-107686
SET500485,PAY100485,MER003,2026-08-23,100000,1500.0,270.0,0.0,98180.0,SETTLED,ORD-976258
SET500486,PAY100486,MER018,2026-08-23,100000,1000.0,180.0,0.0,98820.0,SETTLED,ORD-124906
SET500487,PAY100487,MER011,2026-08-05,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-173863
SET500488,PAY100488,MER008,2026-08-19,12000,180.0,32.4,0.0,11787.6,SETTLED,ORD-431773
SET500489,PAY100489,MER004,2026-08-03,750,7.5,1.35,0.0,641.15,SETTLED,ORD-714054
SET800489,PAY100489,MER004,2026-08-03,750,7.5,1.35,0.0,791.15,SETTLED,ORD-714054
SET500491,PAY100491,MER013,2026-08-03,2500,25.0,4.5,0.0,2470.5,SETTLED,ORD-883028
SET500493,PAY100493,MER018,2026-08-06,75000,1125.0,202.5,0.0,73672.5,SETTLED,ORD-663244
SET500494,PAY100494,MER003,2026-08-09,8500,85.0,15.3,0.0,8399.7,SETTLED,ORD-532699
SET500495,PAY100495,MER017,2026-08-08,5000,50.0,9.0,0.0,4941.0,SETTLED,ORD-220190
SET500496,PAY100496,MER019,2026-08-20,750,11.25,2.02,0.0,736.73,SETTLED,ORD-804313
SET500498,PAY100498,MER008,2026-08-12,2500,37.5,6.75,0.0,2455.75,SETTLED,ORD-609462
SET500499,PAY100499,MER011,2026-08-21,8500,127.5,22.95,0.0,8349.55,SETTLED,ORD-549112
SET500500,PAY100500,MER001,2026-08-10,100000,1500.0,270.0,0.0,98080.0,SETTLED,ORD-390119
