payment_id,status,reason,confidence,state,payment_evidence,settlement_evidence,bank_evidence,match_method,settlement_id,bank_transaction_id,expected_net_amount,recorded_settlement_amount,bank_credit_amount,human_review_required,human_review_reason
PAY100133,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500133,BANK900133,49410.0,49410.0,49410.0,False,
PAY100134,EXCEPTION,"Settlement amount mismatch. Expected ₹8399.70, recorded ₹8149.70.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500134,BANK900134,8399.7,8149.7,8149.7,False,
PAY100135,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500135,BANK900135,11787.6,11787.6,11787.6,False,
PAY100136,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500136,BANK900136,1178.76,1178.76,1178.76,False,
PAY100137,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500137,BANK900137,49115.0,49115.0,49115.0,False,
PAY100138,EXCEPTION,"Settlement amount mismatch. Expected ₹49115.00, recorded ₹48965.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500138,BANK900138,49115.0,48965.0,48965.0,False,
PAY100139,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100140,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500140,BANK900140,49410.0,49410.0,49410.0,False,
PAY100141,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500141,BANK900141,74115.0,74115.0,74115.0,False,
PAY100142,EXCEPTION,"Partial settlement detected. Expected ₹24705.00, received ₹14823.00.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500142,BANK900142,24705.0,14823.0,14823.0,False,
PAY100143,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500143,BANK900143,24705.0,24705.0,24705.0,False,
PAY100144,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500144,BANK900144,49115.0,49115.0,49115.0,False,
PAY100145,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500145,BANK900145,8399.7,8399.7,8399.7,False,
PAY100146,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500146,BANK900146,24705.0,24705.0,24705.0,False,
PAY100147,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500147,,11858.4,11858.4,,False,
PAY100148,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500148,BANK900148,2470.5,2470.5,2470.5,False,
PAY100149,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500149,BANK900149,24705.0,24705.0,24705.0,False,
PAY100150,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500150,BANK900150,491.15,491.15,491.15,False,
PAY100151,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500151,BANK900151,2455.75,2455.75,2455.75,False,
PAY100152,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500152,BANK900152,741.15,741.15,741.15,False,
PAY100153,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200153,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100154,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500154,BANK900154,11858.4,11858.4,11858.4,False,
PAY100155,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹49360.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500155,BANK900155,49410.0,49360.0,49360.0,False,
PAY100156,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500156,BANK900156,491.15,491.15,491.15,False,
PAY100157,EXCEPTION,"Settlement amount mismatch. Expected ₹1185.84, recorded ₹1035.84.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500157,BANK900157,1185.84,1035.84,1035.84,False,
PAY100158,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500158,BANK900158,1185.84,1185.84,1185.84,False,
PAY100159,EXCEPTION,"Partial settlement detected. Expected ₹491.15, received ₹294.69.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500159,BANK900159,491.15,294.69,294.69,False,
PAY100160,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500160,BANK900160,2455.75,2455.75,2455.75,False,
PAY100161,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500161,BANK900161,11858.4,11858.4,11858.4,False,
PAY100162,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500162,BANK900162,49115.0,49115.0,49115.0,False,
PAY100163,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500163,BANK900163,49115.0,49115.0,49115.0,False,
PAY100164,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500164,BANK900164,11858.4,11858.4,11858.4,False,
PAY100165,EXCEPTION,"Settlement amount mismatch. Expected ₹8399.70, recorded ₹8249.70.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500165,BANK900165,8399.7,8249.7,8249.7,False,
PAY100166,EXCEPTION,"Settlement amount mismatch. Expected ₹98820.00, recorded ₹98720.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500166,BANK900166,98820.0,98720.0,98720.0,False,
PAY100167,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500167,BANK900167,98230.0,98230.0,98230.0,False,
PAY100168,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500168,BANK900168,8349.55,8349.55,8349.55,False,
PAY100169,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500169,,98230.0,98230.0,,False,
PAY100170,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500170,,49410.0,49410.0,,False,
PAY100171,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500171,BANK900171,24705.0,24705.0,24705.0,False,
PAY100172,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500172,BANK900172,98230.0,98230.0,98230.0,False,
PAY100173,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200173,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100174,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500174,BANK900174,2455.75,2455.75,2455.75,False,
PAY100175,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500175,BANK900175,74115.0,74115.0,74115.0,False,
PAY100176,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500176,BANK900176,74115.0,74115.0,74115.0,False,
PAY100177,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500177,BANK900177,1185.84,1185.84,1185.84,False,
PAY100178,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500178,BANK900178,494.1,494.1,494.1,False,
PAY100179,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500179,,2455.75,2455.75,,False,
PAY100180,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500180,BANK900180,4941.0,4941.0,4941.0,False,
PAY100181,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500181,BANK900181,74115.0,74115.0,74115.0,False,
PAY100182,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500182,BANK900182,494.1,494.1,494.1,False,
PAY100183,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500183,BANK900183,11858.4,11858.4,11858.4,False,
PAY100184,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500184,BANK900184,2470.5,2470.5,2470.5,False,
PAY100185,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200185,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100186,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500186,BANK900186,11858.4,11858.4,11858.4,False,
PAY100187,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500187,BANK900187,4911.5,4911.5,4911.5,False,
PAY100188,EXCEPTION,"Settlement amount mismatch. Expected ₹11858.40, recorded ₹10858.40.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500188,BANK900188,11858.4,10858.4,10858.4,False,
PAY100189,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500189,BANK900189,24557.5,24557.5,24557.5,False,
PAY100190,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500190,BANK900190,73672.5,73672.5,73672.5,False,
PAY100191,EXCEPTION,"Settlement amount mismatch. Expected ₹24557.50, recorded ₹24507.50.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500191,BANK900191,24557.5,24507.5,24507.5,False,
PAY100192,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500192,BANK900192,11787.6,11787.6,11787.6,False,
PAY100193,EXCEPTION,"Settlement amount mismatch. Expected ₹11858.40, recorded ₹11708.40.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500193,BANK900193,11858.4,11708.4,11708.4,False,
PAY100194,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500194,BANK900194,8399.7,8399.7,8399.7,False,
PAY100195,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500195,BANK900195,494.1,494.1,494.1,False,
PAY100196,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500196,BANK900196,49410.0,49410.0,49410.0,False,
PAY100197,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500197,BANK900197,4941.0,4941.0,4941.0,False,
PAY100198,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500198,BANK900198,24705.0,24705.0,24705.0,False,
PAY100199,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500199,BANK900199,98820.0,98820.0,98820.0,False,
PAY100200,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200200,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100201,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500201,BANK900201,741.15,741.15,741.15,False,
PAY100202,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500202,BANK900202,11858.4,11858.4,11858.4,False,
PAY100203,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500203,,8399.7,8399.7,,False,
PAY100204,UNRESOLVED,Multiple settlement candidates found. Unique reconciliation cannot be established.,0.6,HUMAN_REVIEW,AVAILABLE,MULTIPLE_CANDIDATES,UNKNOWN,NONE,,,,,,True,Multiple possible settlement records require manual verification.
PAY100205,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500205,BANK900205,4941.0,4941.0,4941.0,False,
PAY100206,UNRESOLVED,Multiple settlement candidates found. Unique reconciliation cannot be established.,0.6,HUMAN_REVIEW,AVAILABLE,MULTIPLE_CANDIDATES,UNKNOWN,NONE,,,,,,True,Multiple possible settlement records require manual verification.
PAY100207,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500207,BANK900207,736.73,736.73,736.73,False,
PAY100208,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500208,BANK900208,4941.0,4941.0,4941.0,False,
PAY100209,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500209,BANK900209,2470.5,2470.5,2470.5,False,
PAY100210,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500210,BANK900210,24705.0,24705.0,24705.0,False,
PAY100211,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100212,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500212,,741.15,741.15,,False,
PAY100213,EXCEPTION,"Partial settlement detected. Expected ₹1185.84, received ₹592.92.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500213,BANK900213,1185.84,592.92,592.92,False,
PAY100214,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500214,BANK900214,74115.0,74115.0,74115.0,False,
PAY100215,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500215,BANK900215,49115.0,49115.0,49115.0,False,
PAY100216,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100217,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500217,BANK900217,1185.84,1185.84,1185.84,False,
PAY100218,EXCEPTION,"Partial settlement detected. Expected ₹98820.00, received ₹34587.00.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500218,BANK900218,98820.0,34587.0,34587.0,False,
PAY100219,EXCEPTION,"Partial settlement detected. Expected ₹24557.50, received ₹12278.75.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500219,BANK900219,24557.5,12278.75,12278.75,False,
PAY100220,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500220,BANK900220,2470.5,2470.5,2470.5,False,
PAY100221,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500221,BANK900221,4941.0,4941.0,4941.0,False,
PAY100222,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500222,BANK900222,24705.0,24705.0,24705.0,False,
PAY100223,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500223,BANK900223,2470.5,2470.5,2470.5,False,
PAY100224,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100225,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500225,BANK900225,1178.76,1178.76,1178.76,False,
PAY100226,EXCEPTION,"Settlement amount mismatch. Expected ₹741.15, recorded ₹491.15.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500226,BANK900226,741.15,491.15,491.15,False,
PAY100227,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500227,BANK900227,49115.0,49115.0,49115.0,False,
PAY100228,EXCEPTION,"Settlement amount mismatch. Expected ₹2470.50, recorded ₹2420.50.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500228,BANK900228,2470.5,2420.5,2420.5,False,
PAY100229,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500229,BANK900229,736.73,736.73,736.73,False,
PAY100230,EXCEPTION,"Partial settlement detected. Expected ₹98230.00, received ₹49115.00.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500230,BANK900230,98230.0,49115.0,49115.0,False,
PAY100231,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹48410.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500231,BANK900231,49410.0,48410.0,48410.0,False,
PAY100232,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200232,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100233,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500233,BANK900233,2470.5,2470.5,2470.5,False,
PAY100234,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200234,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100235,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500235,BANK900235,491.15,491.15,491.15,False,
PAY100236,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100237,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500237,BANK900237,98230.0,98230.0,98230.0,False,
PAY100238,EXCEPTION,"Partial settlement detected. Expected ₹494.10, received ₹296.46.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500238,BANK900238,494.1,296.46,296.46,False,
PAY100239,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500239,BANK900239,11858.4,11858.4,11858.4,False,
PAY100240,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500240,BANK900240,49115.0,49115.0,49115.0,False,
PAY100241,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500241,,11858.4,11858.4,,False,
PAY100242,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500242,BANK900242,98820.0,98820.0,98820.0,False,
PAY100243,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500243,BANK900243,98820.0,98820.0,98820.0,False,
PAY100244,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500244,BANK900244,2455.75,2455.75,2455.75,False,
PAY100245,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500245,BANK900245,24705.0,24705.0,24705.0,False,
PAY100246,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500246,BANK900246,4911.5,4911.5,4911.5,False,
PAY100247,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500247,BANK900247,24557.5,24557.5,24557.5,False,
PAY100248,EXCEPTION,"Settlement amount mismatch. Expected ₹74115.00, recorded ₹73615.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500248,BANK900248,74115.0,73615.0,73615.0,False,
PAY100249,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500249,BANK900249,2455.75,2455.75,2455.75,False,
PAY100250,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500250,BANK900250,98820.0,98820.0,98820.0,False,
PAY100251,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500251,BANK900251,24705.0,24705.0,24705.0,False,
PAY100252,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200252,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100253,EXCEPTION,"Partial settlement detected. Expected ₹1185.84, received ₹-1314.16.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500253,BANK900253,1185.84,-1314.16,-1314.16,False,
PAY100254,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500254,BANK900254,73672.5,73672.5,73672.5,False,
PAY100255,EXCEPTION,"Partial settlement detected. Expected ₹494.10, received ₹247.05.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500255,BANK900255,494.1,247.05,247.05,False,
PAY100256,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500256,BANK900256,11858.4,11858.4,11858.4,False,
PAY100257,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500257,BANK900257,4911.5,4911.5,4911.5,False,
PAY100258,EXCEPTION,"Partial settlement detected. Expected ₹2455.75, received ₹859.51.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500258,BANK900258,2455.75,859.51,859.51,False,
PAY100259,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500259,BANK900259,24705.0,24705.0,24705.0,False,
PAY100260,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500260,BANK900260,8399.7,8399.7,8399.7,False,
PAY100261,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500261,BANK900261,73672.5,73672.5,73672.5,False,
PAY100262,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500262,,1178.76,1178.76,,False,
PAY100263,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500263,BANK900263,74115.0,74115.0,74115.0,False,
